"","Neighborhood","TotalPop","Date","Total.Positives","Total.Tests","PosRate","pctwithcovid"
"594","N17 EASTLAND GARDENS",10448,"6/24/2020",199,237,0.839662447257384,0.0190467075038285
"595","N17 EASTLAND GARDENS",10448,"6/25/2020",199,246,0.808943089430894,0.0190467075038285
"596","N17 EASTLAND GARDENS",10448,"6/26/2020",199,248,0.80241935483871,0.0190467075038285
"597","N17 EASTLAND GARDENS",10448,"6/27/2020",199,267,0.745318352059925,0.0190467075038285
"598","N17 EASTLAND GARDENS",10448,"6/28/2020",200,276,0.72463768115942,0.0191424196018377
"599","N17 EASTLAND GARDENS",10448,"6/29/2020",202,290,0.696551724137931,0.019333843797856
"600","N17 EASTLAND GARDENS",10448,"6/30/2020",203,306,0.663398692810457,0.0194295558958652
"601","N17 EASTLAND GARDENS",10448,"7/1/2020",204,316,0.645569620253165,0.0195252679938744
"602","N17 EASTLAND GARDENS",10448,"7/2/2020",204,334,0.610778443113772,0.0195252679938744
"603","N17 EASTLAND GARDENS",10448,"7/3/2020",204,353,0.577903682719547,0.0195252679938744
"604","N17 EASTLAND GARDENS",10448,"7/4/2020",205,363,0.564738292011019,0.0196209800918836
"605","N17 EASTLAND GARDENS",10448,"7/5/2020",206,369,0.558265582655827,0.0197166921898928
"606","N17 EASTLAND GARDENS",10448,"7/6/2020",213,389,0.547557840616967,0.0203866768759571
"607","N17 EASTLAND GARDENS",10448,"7/7/2020",216,422,0.511848341232227,0.0206738131699847
"608","N17 EASTLAND GARDENS",10448,"7/8/2020",216,431,0.501160092807425,0.0206738131699847
"609","N17 EASTLAND GARDENS",10448,"7/9/2020",218,453,0.481236203090508,0.0208652373660031
"610","N17 EASTLAND GARDENS",10448,"7/10/2020",219,478,0.4581589958159,0.0209609494640123
"611","N17 EASTLAND GARDENS",10448,"7/11/2020",220,497,0.442655935613682,0.0210566615620214
"612","N17 EASTLAND GARDENS",10448,"7/12/2020",220,510,0.431372549019608,0.0210566615620214
"613","N17 EASTLAND GARDENS",10448,"7/13/2020",221,526,0.420152091254753,0.0211523736600306
"614","N17 EASTLAND GARDENS",10448,"7/14/2020",223,547,0.407678244972578,0.021343797856049
"615","N17 EASTLAND GARDENS",10448,"7/15/2020",223,562,0.396797153024911,0.021343797856049
"616","N17 EASTLAND GARDENS",10448,"7/16/2020",224,585,0.382905982905983,0.0214395099540582
"617","N17 EASTLAND GARDENS",10448,"7/17/2020",224,612,0.366013071895425,0.0214395099540582
"618","N17 EASTLAND GARDENS",10448,"7/18/2020",227,630,0.36031746031746,0.0217266462480858
"619","N17 EASTLAND GARDENS",10448,"7/19/2020",229,647,0.353941267387944,0.0219180704441041
"620","N17 EASTLAND GARDENS",10448,"7/20/2020",234,663,0.352941176470588,0.0223966309341501
"621","N17 EASTLAND GARDENS",10448,"7/21/2020",236,685,0.344525547445255,0.0225880551301685
"622","N17 EASTLAND GARDENS",10448,"7/22/2020",237,783,0.302681992337165,0.0226837672281776
"623","N17 EASTLAND GARDENS",10448,"7/23/2020",238,809,0.294190358467244,0.0227794793261868
"624","N17 EASTLAND GARDENS",10448,"7/24/2020",239,830,0.287951807228916,0.022875191424196
"625","N17 EASTLAND GARDENS",10448,"7/25/2020",241,846,0.284869976359338,0.0230666156202144
"626","N17 EASTLAND GARDENS",10448,"7/26/2020",244,859,0.284051222351572,0.023353751914242
"627","N17 EASTLAND GARDENS",10448,"7/27/2020",245,886,0.276523702031603,0.0234494640122511
"628","N17 EASTLAND GARDENS",10448,"7/28/2020",245,899,0.272525027808676,0.0234494640122511
"629","N17 EASTLAND GARDENS",10448,"7/29/2020",246,919,0.267682263329706,0.0235451761102603
"630","N17 EASTLAND GARDENS",10448,"7/30/2020",249,954,0.261006289308176,0.0238323124042879
"631","N18 EDGEWOOD",8912,"5/19/2020",150,1743,0.0860585197934595,0.0168312387791741
"632","N18 EDGEWOOD",8912,"5/20/2020",155,1743,0.0889271371199082,0.0173922800718133
"633","N18 EDGEWOOD",8912,"5/21/2020",158,1814,0.0871003307607497,0.0177289048473968
"634","N18 EDGEWOOD",8912,"5/25/2020",168,1845,0.0910569105691057,0.018850987432675
"635","N18 EDGEWOOD",8912,"5/26/2020",168,1850,0.0908108108108108,0.018850987432675
"636","N18 EDGEWOOD",8912,"5/27/2020",168,1850,0.0908108108108108,0.018850987432675
"637","N18 EDGEWOOD",8912,"5/28/2020",168,1905,0.0881889763779528,0.018850987432675
"638","N18 EDGEWOOD",8912,"5/29/2020",171,1914,0.0893416927899686,0.0191876122082585
"639","N18 EDGEWOOD",8912,"5/30/2020",171,1919,0.0891089108910891,0.0191876122082585
"640","N18 EDGEWOOD",8912,"5/31/2020",174,1926,0.0903426791277259,0.019524236983842
"641","N18 EDGEWOOD",8912,"6/1/2020",175,1929,0.0907205806117159,0.0196364452423698
"642","N18 EDGEWOOD",8912,"6/2/2020",179,1961,0.0912799592044875,0.0200852782764811
"643","N18 EDGEWOOD",8912,"6/3/2020",180,1971,0.091324200913242,0.020197486535009
"644","N18 EDGEWOOD",8912,"6/4/2020",183,1981,0.0923775870772337,0.0205341113105925
"645","N18 EDGEWOOD",8912,"6/5/2020",183,2023,0.0904597132970835,0.0205341113105925
"646","N18 EDGEWOOD",8912,"6/6/2020",185,2026,0.0913129318854886,0.0207585278276481
"647","N18 EDGEWOOD",8912,"6/7/2020",186,2040,0.0911764705882353,0.0208707360861759
"648","N18 EDGEWOOD",8912,"6/8/2020",186,2058,0.0903790087463557,0.0208707360861759
"649","N18 EDGEWOOD",8912,"6/9/2020",187,2058,0.0908649173955296,0.0209829443447038
"650","N18 EDGEWOOD",8912,"6/10/2020",187,2058,0.0908649173955296,0.0209829443447038
"651","N18 EDGEWOOD",8912,"6/11/2020",191,2117,0.0902220122815305,0.0214317773788151
"652","N18 EDGEWOOD",8912,"6/12/2020",191,2119,0.0901368570080227,0.0214317773788151
"653","N18 EDGEWOOD",8912,"6/13/2020",191,2149,0.0888785481619358,0.0214317773788151
"654","N18 EDGEWOOD",8912,"6/14/2020",191,2158,0.0885078776645042,0.0214317773788151
"655","N18 EDGEWOOD",8912,"6/15/2020",191,2182,0.0875343721356554,0.0214317773788151
"656","N18 EDGEWOOD",8912,"6/16/2020",192,2213,0.0867600542250339,0.0215439856373429
"657","N18 EDGEWOOD",8912,"6/17/2020",193,2237,0.086276262852034,0.0216561938958707
"658","N18 EDGEWOOD",8912,"6/18/2020",196,2252,0.0870337477797513,0.0219928186714542
"659","N18 EDGEWOOD",8912,"6/19/2020",196,41,4.78048780487805,0.0219928186714542
"660","N18 EDGEWOOD",8912,"6/20/2020",197,64,3.078125,0.022105026929982
"661","N18 EDGEWOOD",8912,"6/21/2020",197,83,2.37349397590361,0.022105026929982
"662","N18 EDGEWOOD",8912,"6/22/2020",197,93,2.11827956989247,0.022105026929982
"663","N18 EDGEWOOD",8912,"6/23/2020",198,108,1.83333333333333,0.0222172351885099
"664","N18 EDGEWOOD",8912,"6/24/2020",198,121,1.63636363636364,0.0222172351885099
"665","N18 EDGEWOOD",8912,"6/25/2020",198,137,1.44525547445255,0.0222172351885099
"666","N18 EDGEWOOD",8912,"6/26/2020",199,144,1.38194444444444,0.0223294434470377
"667","N18 EDGEWOOD",8912,"6/27/2020",200,183,1.09289617486339,0.0224416517055655
"668","N18 EDGEWOOD",8912,"6/28/2020",200,201,0.995024875621891,0.0224416517055655
"669","N18 EDGEWOOD",8912,"6/29/2020",201,214,0.939252336448598,0.0225538599640934
"670","N18 EDGEWOOD",8912,"6/30/2020",200,226,0.884955752212389,0.0224416517055655
"671","N18 EDGEWOOD",8912,"7/1/2020",201,235,0.85531914893617,0.0225538599640934
"672","N18 EDGEWOOD",8912,"7/2/2020",201,250,0.804,0.0225538599640934
"673","N18 EDGEWOOD",8912,"7/3/2020",201,262,0.767175572519084,0.0225538599640934
"674","N18 EDGEWOOD",8912,"7/4/2020",201,272,0.738970588235294,0.0225538599640934
"675","N18 EDGEWOOD",8912,"7/5/2020",201,284,0.707746478873239,0.0225538599640934
"676","N18 EDGEWOOD",8912,"7/6/2020",203,303,0.66996699669967,0.022778276481149
"677","N18 EDGEWOOD",8912,"7/7/2020",204,321,0.635514018691589,0.0228904847396768
"678","N18 EDGEWOOD",8912,"7/8/2020",204,329,0.620060790273556,0.0228904847396768
"679","N18 EDGEWOOD",8912,"7/9/2020",204,358,0.569832402234637,0.0228904847396768
"680","N18 EDGEWOOD",8912,"7/10/2020",205,390,0.525641025641026,0.0230026929982047
"681","N18 EDGEWOOD",8912,"7/11/2020",206,408,0.504901960784314,0.0231149012567325
"682","N18 EDGEWOOD",8912,"7/12/2020",207,445,0.465168539325843,0.0232271095152603
"683","N18 EDGEWOOD",8912,"7/13/2020",208,474,0.438818565400844,0.0233393177737881
"684","N18 EDGEWOOD",8912,"7/14/2020",211,512,0.412109375,0.0236759425493716
"685","N18 EDGEWOOD",8912,"7/15/2020",213,531,0.401129943502825,0.0239003590664273
"686","N18 EDGEWOOD",8912,"7/16/2020",213,555,0.383783783783784,0.0239003590664273
"687","N18 EDGEWOOD",8912,"7/17/2020",213,582,0.365979381443299,0.0239003590664273
"688","N18 EDGEWOOD",8912,"7/18/2020",216,615,0.351219512195122,0.0242369838420108
"689","N18 EDGEWOOD",8912,"7/19/2020",216,634,0.340694006309148,0.0242369838420108
"690","N18 EDGEWOOD",8912,"7/20/2020",218,656,0.332317073170732,0.0244614003590664
"691","N18 EDGEWOOD",8912,"7/21/2020",220,689,0.319303338171263,0.0246858168761221
"692","N18 EDGEWOOD",8912,"7/22/2020",222,787,0.282083862770013,0.0249102333931777
"693","N18 EDGEWOOD",8912,"7/23/2020",222,804,0.276119402985075,0.0249102333931777
"694","N18 EDGEWOOD",8912,"7/24/2020",224,835,0.268263473053892,0.0251346499102334
"695","N18 EDGEWOOD",8912,"7/25/2020",226,849,0.266195524146054,0.025359066427289
"696","N18 EDGEWOOD",8912,"7/26/2020",228,871,0.261768082663605,0.0255834829443447
"697","N18 EDGEWOOD",8912,"7/27/2020",228,909,0.250825082508251,0.0255834829443447
"698","N18 EDGEWOOD",8912,"7/28/2020",228,925,0.246486486486486,0.0255834829443447
"699","N18 EDGEWOOD",8912,"7/29/2020",228,942,0.24203821656051,0.0255834829443447
"700","N18 EDGEWOOD",8912,"7/30/2020",229,962,0.238045738045738,0.0256956912028725
"701","N19 FOREST HILLS",11756,"5/19/2020",38,1595,0.0238244514106583,0.00323239197005784
"702","N19 FOREST HILLS",11756,"5/20/2020",40,1595,0.0250783699059561,0.00340251786321878
"703","N19 FOREST HILLS",11756,"5/21/2020",41,1609,0.0254816656308266,0.00348758080979925
"704","N19 FOREST HILLS",11756,"5/25/2020",42,1731,0.024263431542461,0.00357264375637972
"705","N19 FOREST HILLS",11756,"5/26/2020",42,1733,0.0242354298903635,0.00357264375637972
"706","N19 FOREST HILLS",11756,"5/27/2020",42,1733,0.0242354298903635,0.00357264375637972
"707","N19 FOREST HILLS",11756,"5/28/2020",42,1739,0.0241518113858539,0.00357264375637972
"708","N19 FOREST HILLS",11756,"5/29/2020",42,1748,0.0240274599542334,0.00357264375637972
"709","N19 FOREST HILLS",11756,"5/30/2020",43,1820,0.0236263736263736,0.00365770670296019
"710","N19 FOREST HILLS",11756,"5/31/2020",42,1824,0.0230263157894737,0.00357264375637972
"711","N19 FOREST HILLS",11756,"6/1/2020",42,1830,0.0229508196721311,0.00357264375637972
"712","N19 FOREST HILLS",11756,"6/2/2020",44,1866,0.0235798499464094,0.00374276964954066
"713","N19 FOREST HILLS",11756,"6/3/2020",44,1872,0.0235042735042735,0.00374276964954066
"714","N19 FOREST HILLS",11756,"6/4/2020",45,1915,0.0234986945169713,0.00382783259612113
"715","N19 FOREST HILLS",11756,"6/5/2020",46,1928,0.0238589211618257,0.0039128955427016
"716","N19 FOREST HILLS",11756,"6/6/2020",46,1933,0.0237972064148991,0.0039128955427016
"717","N19 FOREST HILLS",11756,"6/7/2020",47,1949,0.0241149307337096,0.00399795848928207
"718","N19 FOREST HILLS",11756,"6/8/2020",47,1959,0.0239918325676366,0.00399795848928207
"719","N19 FOREST HILLS",11756,"6/9/2020",48,1959,0.0245022970903522,0.00408302143586254
"720","N19 FOREST HILLS",11756,"6/10/2020",48,1959,0.0245022970903522,0.00408302143586254
"721","N19 FOREST HILLS",11756,"6/11/2020",54,2019,0.0267459138187221,0.00459339911534536
"722","N19 FOREST HILLS",11756,"6/12/2020",54,2030,0.0266009852216749,0.00459339911534536
"723","N19 FOREST HILLS",11756,"6/13/2020",54,2044,0.0264187866927593,0.00459339911534536
"724","N19 FOREST HILLS",11756,"6/14/2020",54,2061,0.0262008733624454,0.00459339911534536
"725","N19 FOREST HILLS",11756,"6/15/2020",54,2135,0.0252927400468384,0.00459339911534536
"726","N19 FOREST HILLS",11756,"6/16/2020",56,2186,0.0256175663311985,0.00476352500850629
"727","N19 FOREST HILLS",11756,"6/17/2020",58,2216,0.026173285198556,0.00493365090166723
"728","N19 FOREST HILLS",11756,"6/18/2020",58,2237,0.0259275815824765,0.00493365090166723
"729","N19 FOREST HILLS",11756,"6/19/2020",58,44,1.31818181818182,0.00493365090166723
"730","N19 FOREST HILLS",11756,"6/20/2020",58,67,0.865671641791045,0.00493365090166723
"731","N19 FOREST HILLS",11756,"6/21/2020",58,126,0.46031746031746,0.00493365090166723
"732","N19 FOREST HILLS",11756,"6/22/2020",58,147,0.394557823129252,0.00493365090166723
"733","N19 FOREST HILLS",11756,"6/23/2020",58,155,0.374193548387097,0.00493365090166723
"734","N19 FOREST HILLS",11756,"6/24/2020",58,164,0.353658536585366,0.00493365090166723
"735","N19 FOREST HILLS",11756,"6/25/2020",58,174,0.333333333333333,0.00493365090166723
"736","N19 FOREST HILLS",11756,"6/26/2020",58,184,0.315217391304348,0.00493365090166723
"737","N19 FOREST HILLS",11756,"6/27/2020",61,235,0.259574468085106,0.00518883974140864
"738","N19 FOREST HILLS",11756,"6/28/2020",62,277,0.223826714801444,0.00527390268798911
"739","N19 FOREST HILLS",11756,"6/29/2020",62,302,0.205298013245033,0.00527390268798911
"740","N19 FOREST HILLS",11756,"6/30/2020",62,355,0.174647887323944,0.00527390268798911
"741","N19 FOREST HILLS",11756,"7/1/2020",62,363,0.170798898071625,0.00527390268798911
"742","N19 FOREST HILLS",11756,"7/2/2020",62,376,0.164893617021277,0.00527390268798911
"743","N19 FOREST HILLS",11756,"7/3/2020",62,401,0.154613466334165,0.00527390268798911
"744","N19 FOREST HILLS",11756,"7/4/2020",62,418,0.148325358851675,0.00527390268798911
"745","N19 FOREST HILLS",11756,"7/5/2020",62,438,0.141552511415525,0.00527390268798911
"746","N19 FOREST HILLS",11756,"7/6/2020",61,460,0.132608695652174,0.00518883974140864
"747","N19 FOREST HILLS",11756,"7/7/2020",66,650,0.101538461538462,0.00561415447431099
"748","N19 FOREST HILLS",11756,"7/8/2020",66,660,0.1,0.00561415447431099
"749","N19 FOREST HILLS",11756,"7/9/2020",66,786,0.083969465648855,0.00561415447431099
"750","N19 FOREST HILLS",11756,"7/10/2020",67,807,0.0830235439900867,0.00569921742089146
"751","N19 FOREST HILLS",11756,"7/11/2020",67,832,0.0805288461538462,0.00569921742089146
"752","N19 FOREST HILLS",11756,"7/12/2020",67,857,0.0781796966161027,0.00569921742089146
"753","N19 FOREST HILLS",11756,"7/13/2020",67,882,0.0759637188208617,0.00569921742089146
"754","N19 FOREST HILLS",11756,"7/14/2020",67,926,0.072354211663067,0.00569921742089146
"755","N19 FOREST HILLS",11756,"7/15/2020",67,955,0.0701570680628272,0.00569921742089146
"756","N19 FOREST HILLS",11756,"7/16/2020",67,981,0.0682976554536188,0.00569921742089146
"757","N19 FOREST HILLS",11756,"7/17/2020",67,1005,0.0666666666666667,0.00569921742089146
"758","N19 FOREST HILLS",11756,"7/18/2020",67,1031,0.0649854510184287,0.00569921742089146
"759","N19 FOREST HILLS",11756,"7/19/2020",67,1049,0.0638703527168732,0.00569921742089146
"760","N19 FOREST HILLS",11756,"7/20/2020",70,1105,0.0633484162895928,0.00595440626063287
"761","N19 FOREST HILLS",11756,"7/21/2020",70,1128,0.0620567375886525,0.00595440626063287
"762","N19 FOREST HILLS",11756,"7/22/2020",70,1141,0.0613496932515337,0.00595440626063287
"763","N19 FOREST HILLS",11756,"7/23/2020",70,1157,0.0605012964563526,0.00595440626063287
"764","N19 FOREST HILLS",11756,"7/24/2020",71,1168,0.0607876712328767,0.00603946920721334
"765","N19 FOREST HILLS",11756,"7/25/2020",72,1179,0.0610687022900763,0.00612453215379381
"766","N19 FOREST HILLS",11756,"7/26/2020",72,1189,0.0605550883095038,0.00612453215379381
"767","N19 FOREST HILLS",11756,"7/27/2020",75,1209,0.0620347394540943,0.00637972099353522
"768","N19 FOREST HILLS",11756,"7/28/2020",75,1218,0.061576354679803,0.00637972099353522
"769","N19 FOREST HILLS",11756,"7/29/2020",75,1231,0.0609260763606824,0.00637972099353522
"770","N19 FOREST HILLS",11756,"7/30/2020",75,1277,0.0587314017227878,0.00637972099353522
"771","N2 ADAMS MORGAN",23753,"5/19/2020",126,2122,0.05937794533459,0.00530459310402896
"772","N2 ADAMS MORGAN",23753,"5/20/2020",128,2122,0.060320452403393,0.00538879299456911
"773","N2 ADAMS MORGAN",23753,"5/21/2020",131,2188,0.059872029250457,0.00551509283037932
"774","N2 ADAMS MORGAN",23753,"5/25/2020",135,8,16.875,0.00568349261145961
"775","N2 ADAMS MORGAN",23753,"5/26/2020",135,16,8.4375,0.00568349261145961
"776","N2 ADAMS MORGAN",23753,"5/27/2020",135,16,8.4375,0.00568349261145961
"777","N2 ADAMS MORGAN",23753,"5/28/2020",137,38,3.60526315789474,0.00576769250199975
"778","N2 ADAMS MORGAN",23753,"5/29/2020",142,75,1.89333333333333,0.0059781922283501
"779","N2 ADAMS MORGAN",23753,"5/30/2020",142,80,1.775,0.0059781922283501
"780","N2 ADAMS MORGAN",23753,"5/31/2020",145,88,1.64772727272727,0.00610449206416032
"781","N2 ADAMS MORGAN",23753,"6/1/2020",145,94,1.54255319148936,0.00610449206416032
"782","N2 ADAMS MORGAN",23753,"6/2/2020",147,125,1.176,0.00618869195470046
"783","N2 ADAMS MORGAN",23753,"6/3/2020",149,723,0.206085753803596,0.0062728918452406
"784","N2 ADAMS MORGAN",23753,"6/4/2020",149,159,0.937106918238994,0.0062728918452406
"785","N2 ADAMS MORGAN",23753,"6/5/2020",150,201,0.746268656716418,0.00631499179051067
"786","N2 ADAMS MORGAN",23753,"6/6/2020",151,207,0.729468599033816,0.00635709173578074
"787","N2 ADAMS MORGAN",23753,"6/7/2020",153,236,0.648305084745763,0.00644129162632089
"788","N2 ADAMS MORGAN",23753,"6/8/2020",153,278,0.550359712230216,0.00644129162632089
"789","N2 ADAMS MORGAN",23753,"6/9/2020",154,278,0.553956834532374,0.00648339157159096
"790","N2 ADAMS MORGAN",23753,"6/10/2020",154,278,0.553956834532374,0.00648339157159096
"791","N2 ADAMS MORGAN",23753,"6/11/2020",155,428,0.36214953271028,0.00652549151686103
"792","N2 ADAMS MORGAN",23753,"6/12/2020",156,451,0.34589800443459,0.0065675914621311
"793","N2 ADAMS MORGAN",23753,"6/13/2020",156,505,0.308910891089109,0.0065675914621311
"794","N2 ADAMS MORGAN",23753,"6/14/2020",156,533,0.292682926829268,0.0065675914621311
"795","N2 ADAMS MORGAN",23753,"6/15/2020",156,563,0.27708703374778,0.0065675914621311
"796","N2 ADAMS MORGAN",23753,"6/16/2020",156,639,0.244131455399061,0.0065675914621311
"797","N2 ADAMS MORGAN",23753,"6/17/2020",157,685,0.229197080291971,0.00660969140740117
"798","N2 ADAMS MORGAN",23753,"6/18/2020",157,803,0.195516811955168,0.00660969140740117
"799","N2 ADAMS MORGAN",23753,"6/19/2020",158,928,0.170258620689655,0.00665179135267124
"800","N2 ADAMS MORGAN",23753,"6/20/2020",159,973,0.163412127440904,0.00669389129794131
"801","N2 ADAMS MORGAN",23753,"6/21/2020",159,1017,0.156342182890855,0.00669389129794131
"802","N2 ADAMS MORGAN",23753,"6/22/2020",159,1051,0.15128449096099,0.00669389129794131
"803","N2 ADAMS MORGAN",23753,"6/23/2020",159,1068,0.148876404494382,0.00669389129794131
"804","N2 ADAMS MORGAN",23753,"6/24/2020",159,1123,0.141585040071238,0.00669389129794131
"805","N2 ADAMS MORGAN",23753,"6/25/2020",160,1152,0.138888888888889,0.00673599124321138
"806","N2 ADAMS MORGAN",23753,"6/26/2020",162,1169,0.13857998289136,0.00682019113375153
"807","N2 ADAMS MORGAN",23753,"6/27/2020",163,1237,0.131770412287793,0.0068622910790216
"808","N2 ADAMS MORGAN",23753,"6/28/2020",166,1275,0.130196078431373,0.00698859091483181
"809","N2 ADAMS MORGAN",23753,"6/29/2020",166,1349,0.123054114158636,0.00698859091483181
"810","N2 ADAMS MORGAN",23753,"6/30/2020",168,1369,0.122717311906501,0.00707279080537195
"811","N2 ADAMS MORGAN",23753,"7/1/2020",168,1378,0.121915820029028,0.00707279080537195
"812","N2 ADAMS MORGAN",23753,"7/2/2020",168,1396,0.120343839541547,0.00707279080537195
"813","N2 ADAMS MORGAN",23753,"7/3/2020",168,1423,0.118060435699227,0.00707279080537195
"814","N2 ADAMS MORGAN",23753,"7/4/2020",170,1445,0.117647058823529,0.0071569906959121
"815","N2 ADAMS MORGAN",23753,"7/5/2020",170,1470,0.115646258503401,0.0071569906959121
"816","N2 ADAMS MORGAN",23753,"7/6/2020",173,1499,0.115410273515677,0.00728329053172231
"817","N2 ADAMS MORGAN",23753,"7/7/2020",175,1512,0.115740740740741,0.00736749042226245
"818","N2 ADAMS MORGAN",23753,"7/8/2020",176,1527,0.115258677144728,0.00740959036753252
"819","N2 ADAMS MORGAN",23753,"7/9/2020",176,1565,0.112460063897764,0.00740959036753252
"820","N2 ADAMS MORGAN",23753,"7/10/2020",178,1572,0.11323155216285,0.00749379025807266
"821","N2 ADAMS MORGAN",23753,"7/11/2020",179,1617,0.110698824984539,0.00753589020334274
"822","N2 ADAMS MORGAN",23753,"7/12/2020",180,1626,0.11070110701107,0.00757799014861281
"823","N2 ADAMS MORGAN",23753,"7/13/2020",181,1643,0.110164333536214,0.00762009009388288
"824","N2 ADAMS MORGAN",23753,"7/14/2020",183,1664,0.109975961538462,0.00770428998442302
"825","N2 ADAMS MORGAN",23753,"7/15/2020",185,1673,0.110579796772265,0.00778848987496316
"826","N2 ADAMS MORGAN",23753,"7/16/2020",185,1696,0.109080188679245,0.00778848987496316
"827","N2 ADAMS MORGAN",23753,"7/17/2020",187,1707,0.109548916227299,0.00787268976550331
"828","N2 ADAMS MORGAN",23753,"7/18/2020",188,1767,0.106395019807583,0.00791478971077338
"829","N2 ADAMS MORGAN",23753,"7/19/2020",191,1772,0.107787810383747,0.00804108954658359
"830","N2 ADAMS MORGAN",23753,"7/20/2020",192,1778,0.107986501687289,0.00808318949185366
"831","N2 ADAMS MORGAN",23753,"7/21/2020",194,1786,0.108622620380739,0.0081673893823938
"832","N2 ADAMS MORGAN",23753,"7/22/2020",196,1789,0.109558412520961,0.00825158927293394
"833","N2 ADAMS MORGAN",23753,"7/23/2020",197,1793,0.109871723368656,0.00829368921820402
"834","N2 ADAMS MORGAN",23753,"7/24/2020",198,1796,0.110244988864143,0.00833578916347409
"835","N2 ADAMS MORGAN",23753,"7/25/2020",198,1800,0.11,0.00833578916347409
"836","N2 ADAMS MORGAN",23753,"7/26/2020",198,1806,0.109634551495017,0.00833578916347409
"837","N2 ADAMS MORGAN",23753,"7/27/2020",200,1876,0.106609808102345,0.00841998905401423
"838","N2 ADAMS MORGAN",23753,"7/28/2020",201,1879,0.106971793507185,0.0084620889992843
"839","N2 ADAMS MORGAN",23753,"7/29/2020",201,1884,0.106687898089172,0.0084620889992843
"840","N2 ADAMS MORGAN",23753,"7/30/2020",201,1890,0.106349206349206,0.0084620889992843
"841","N20 FORT DUPONT",16120,"5/19/2020",172,2061,0.0834546336729743,0.0106699751861042
"842","N20 FORT DUPONT",16120,"5/20/2020",180,2061,0.0873362445414847,0.011166253101737
"843","N20 FORT DUPONT",16120,"5/21/2020",180,2119,0.0849457291175083,0.011166253101737
"844","N20 FORT DUPONT",16120,"5/25/2020",185,2222,0.0832583258325833,0.0114764267990074
"845","N20 FORT DUPONT",16120,"5/26/2020",188,2242,0.0838537020517395,0.0116625310173697
"846","N20 FORT DUPONT",16120,"5/27/2020",188,2242,0.0838537020517395,0.0116625310173697
"847","N20 FORT DUPONT",16120,"5/28/2020",196,7,28,0.0121588089330025
"848","N20 FORT DUPONT",16120,"5/29/2020",199,38,5.23684210526316,0.0123449131513648
"849","N20 FORT DUPONT",16120,"5/30/2020",203,52,3.90384615384615,0.0125930521091811
"850","N20 FORT DUPONT",16120,"5/31/2020",205,61,3.36065573770492,0.0127171215880893
"851","N20 FORT DUPONT",16120,"6/1/2020",206,69,2.98550724637681,0.0127791563275434
"852","N20 FORT DUPONT",16120,"6/2/2020",208,104,2,0.0129032258064516
"853","N20 FORT DUPONT",16120,"6/3/2020",209,718,0.29108635097493,0.0129652605459057
"854","N20 FORT DUPONT",16120,"6/4/2020",211,137,1.54014598540146,0.0130893300248139
"855","N20 FORT DUPONT",16120,"6/5/2020",213,165,1.29090909090909,0.0132133995037221
"856","N20 FORT DUPONT",16120,"6/6/2020",216,171,1.26315789473684,0.0133995037220844
"857","N20 FORT DUPONT",16120,"6/7/2020",216,186,1.16129032258065,0.0133995037220844
"858","N20 FORT DUPONT",16120,"6/8/2020",216,198,1.09090909090909,0.0133995037220844
"859","N20 FORT DUPONT",16120,"6/9/2020",221,198,1.11616161616162,0.0137096774193548
"860","N20 FORT DUPONT",16120,"6/10/2020",221,198,1.11616161616162,0.0137096774193548
"861","N20 FORT DUPONT",16120,"6/11/2020",224,254,0.881889763779528,0.0138957816377171
"862","N20 FORT DUPONT",16120,"6/12/2020",227,259,0.876447876447876,0.0140818858560794
"863","N20 FORT DUPONT",16120,"6/13/2020",229,294,0.77891156462585,0.0142059553349876
"864","N20 FORT DUPONT",16120,"6/14/2020",229,309,0.741100323624595,0.0142059553349876
"865","N20 FORT DUPONT",16120,"6/15/2020",231,324,0.712962962962963,0.0143300248138958
"866","N20 FORT DUPONT",16120,"6/16/2020",231,333,0.693693693693694,0.0143300248138958
"867","N20 FORT DUPONT",16120,"6/17/2020",234,349,0.670487106017192,0.0145161290322581
"868","N20 FORT DUPONT",16120,"6/18/2020",234,361,0.64819944598338,0.0145161290322581
"869","N20 FORT DUPONT",16120,"6/19/2020",235,385,0.61038961038961,0.0145781637717122
"870","N20 FORT DUPONT",16120,"6/20/2020",235,399,0.588972431077694,0.0145781637717122
"871","N20 FORT DUPONT",16120,"6/21/2020",236,417,0.565947242206235,0.0146401985111663
"872","N20 FORT DUPONT",16120,"6/22/2020",237,434,0.546082949308756,0.0147022332506203
"873","N20 FORT DUPONT",16120,"6/23/2020",239,451,0.529933481152993,0.0148263027295285
"874","N20 FORT DUPONT",16120,"6/24/2020",239,471,0.507430997876858,0.0148263027295285
"875","N20 FORT DUPONT",16120,"6/25/2020",240,489,0.49079754601227,0.0148883374689826
"876","N20 FORT DUPONT",16120,"6/26/2020",240,498,0.481927710843373,0.0148883374689826
"877","N20 FORT DUPONT",16120,"6/27/2020",241,524,0.459923664122137,0.0149503722084367
"878","N20 FORT DUPONT",16120,"6/28/2020",241,537,0.4487895716946,0.0149503722084367
"879","N20 FORT DUPONT",16120,"6/29/2020",241,548,0.43978102189781,0.0149503722084367
"880","N20 FORT DUPONT",16120,"6/30/2020",241,567,0.425044091710758,0.0149503722084367
"881","N20 FORT DUPONT",16120,"7/1/2020",244,580,0.420689655172414,0.015136476426799
