"","Neighborhood","TotalPop","Date","Total.Positives","Total.Tests","PosRate","pctwithcovid"
"882","N20 FORT DUPONT",16120,"7/2/2020",244,592,0.412162162162162,0.015136476426799
"883","N20 FORT DUPONT",16120,"7/3/2020",245,608,0.402960526315789,0.0151985111662531
"884","N20 FORT DUPONT",16120,"7/4/2020",246,622,0.395498392282958,0.0152605459057072
"885","N20 FORT DUPONT",16120,"7/5/2020",246,632,0.389240506329114,0.0152605459057072
"886","N20 FORT DUPONT",16120,"7/6/2020",247,643,0.384136858475894,0.0153225806451613
"887","N20 FORT DUPONT",16120,"7/7/2020",248,655,0.378625954198473,0.0153846153846154
"888","N20 FORT DUPONT",16120,"7/8/2020",249,669,0.37219730941704,0.0154466501240695
"889","N20 FORT DUPONT",16120,"7/9/2020",249,780,0.319230769230769,0.0154466501240695
"890","N20 FORT DUPONT",16120,"7/10/2020",249,805,0.309316770186335,0.0154466501240695
"891","N20 FORT DUPONT",16120,"7/11/2020",249,826,0.301452784503632,0.0154466501240695
"892","N20 FORT DUPONT",16120,"7/12/2020",251,842,0.298099762470309,0.0155707196029777
"893","N20 FORT DUPONT",16120,"7/13/2020",253,865,0.292485549132948,0.0156947890818859
"894","N20 FORT DUPONT",16120,"7/14/2020",256,892,0.286995515695067,0.0158808933002481
"895","N20 FORT DUPONT",16120,"7/15/2020",257,912,0.281798245614035,0.0159429280397022
"896","N20 FORT DUPONT",16120,"7/16/2020",257,929,0.276641550053821,0.0159429280397022
"897","N20 FORT DUPONT",16120,"7/17/2020",261,953,0.273871983210913,0.0161910669975186
"898","N20 FORT DUPONT",16120,"7/18/2020",262,965,0.271502590673575,0.0162531017369727
"899","N20 FORT DUPONT",16120,"7/19/2020",263,980,0.268367346938776,0.0163151364764268
"900","N20 FORT DUPONT",16120,"7/20/2020",265,999,0.265265265265265,0.016439205955335
"901","N20 FORT DUPONT",16120,"7/21/2020",265,1028,0.257782101167315,0.016439205955335
"902","N20 FORT DUPONT",16120,"7/22/2020",265,1045,0.253588516746411,0.016439205955335
"903","N20 FORT DUPONT",16120,"7/23/2020",266,1055,0.252132701421801,0.0165012406947891
"904","N20 FORT DUPONT",16120,"7/24/2020",268,1078,0.24860853432282,0.0166253101736973
"905","N20 FORT DUPONT",16120,"7/25/2020",269,1091,0.246562786434464,0.0166873449131514
"906","N20 FORT DUPONT",16120,"7/26/2020",269,1099,0.244767970882621,0.0166873449131514
"907","N20 FORT DUPONT",16120,"7/27/2020",277,1125,0.246222222222222,0.0171836228287841
"908","N20 FORT DUPONT",16120,"7/28/2020",277,1137,0.243623570800352,0.0171836228287841
"909","N20 FORT DUPONT",16120,"7/29/2020",278,1152,0.241319444444444,0.0172456575682382
"910","N20 FORT DUPONT",16120,"7/30/2020",282,1182,0.238578680203046,0.0174937965260546
"911","N21 FORT LINCOLN/GATEWAY",9251,"5/19/2020",205,2121,0.0966525223950967,0.0221597665117285
"912","N21 FORT LINCOLN/GATEWAY",9251,"5/20/2020",208,2121,0.0980669495520981,0.0224840557777538
"913","N21 FORT LINCOLN/GATEWAY",9251,"5/21/2020",212,2200,0.0963636363636364,0.0229164414657875
"914","N21 FORT LINCOLN/GATEWAY",9251,"5/25/2020",218,48,4.54166666666667,0.0235650199978381
"915","N21 FORT LINCOLN/GATEWAY",9251,"5/26/2020",220,54,4.07407407407407,0.0237812128418549
"916","N21 FORT LINCOLN/GATEWAY",9251,"5/27/2020",220,54,4.07407407407407,0.0237812128418549
"917","N21 FORT LINCOLN/GATEWAY",9251,"5/28/2020",222,70,3.17142857142857,0.0239974056858718
"918","N21 FORT LINCOLN/GATEWAY",9251,"5/29/2020",219,88,2.48863636363636,0.0236731164198465
"919","N21 FORT LINCOLN/GATEWAY",9251,"5/30/2020",226,132,1.71212121212121,0.0244297913739055
"920","N21 FORT LINCOLN/GATEWAY",9251,"5/31/2020",228,142,1.6056338028169,0.0246459842179224
"921","N21 FORT LINCOLN/GATEWAY",9251,"6/1/2020",228,166,1.37349397590361,0.0246459842179224
"922","N21 FORT LINCOLN/GATEWAY",9251,"6/2/2020",228,173,1.31791907514451,0.0246459842179224
"923","N21 FORT LINCOLN/GATEWAY",9251,"6/3/2020",230,729,0.315500685871056,0.0248621770619393
"924","N21 FORT LINCOLN/GATEWAY",9251,"6/4/2020",232,218,1.06422018348624,0.0250783699059561
"925","N21 FORT LINCOLN/GATEWAY",9251,"6/5/2020",233,232,1.00431034482759,0.0251864663279645
"926","N21 FORT LINCOLN/GATEWAY",9251,"6/6/2020",234,227,1.03083700440529,0.025294562749973
"927","N21 FORT LINCOLN/GATEWAY",9251,"6/7/2020",234,252,0.928571428571429,0.025294562749973
"928","N21 FORT LINCOLN/GATEWAY",9251,"6/8/2020",234,257,0.910505836575875,0.025294562749973
"929","N21 FORT LINCOLN/GATEWAY",9251,"6/9/2020",236,257,0.918287937743191,0.0255107555939898
"930","N21 FORT LINCOLN/GATEWAY",9251,"6/10/2020",236,257,0.918287937743191,0.0255107555939898
"931","N21 FORT LINCOLN/GATEWAY",9251,"6/11/2020",238,307,0.775244299674267,0.0257269484380067
"932","N21 FORT LINCOLN/GATEWAY",9251,"6/12/2020",237,290,0.817241379310345,0.0256188520159983
"933","N21 FORT LINCOLN/GATEWAY",9251,"6/13/2020",238,309,0.770226537216828,0.0257269484380067
"934","N21 FORT LINCOLN/GATEWAY",9251,"6/14/2020",238,323,0.736842105263158,0.0257269484380067
"935","N21 FORT LINCOLN/GATEWAY",9251,"6/15/2020",238,330,0.721212121212121,0.0257269484380067
"936","N21 FORT LINCOLN/GATEWAY",9251,"6/16/2020",239,342,0.698830409356725,0.0258350448600151
"937","N21 FORT LINCOLN/GATEWAY",9251,"6/17/2020",240,362,0.662983425414365,0.0259431412820236
"938","N21 FORT LINCOLN/GATEWAY",9251,"6/18/2020",240,373,0.64343163538874,0.0259431412820236
"939","N21 FORT LINCOLN/GATEWAY",9251,"6/19/2020",240,389,0.616966580976864,0.0259431412820236
"940","N21 FORT LINCOLN/GATEWAY",9251,"6/20/2020",240,404,0.594059405940594,0.0259431412820236
"941","N21 FORT LINCOLN/GATEWAY",9251,"6/21/2020",240,417,0.575539568345324,0.0259431412820236
"942","N21 FORT LINCOLN/GATEWAY",9251,"6/22/2020",241,428,0.563084112149533,0.026051237704032
"943","N21 FORT LINCOLN/GATEWAY",9251,"6/23/2020",241,436,0.552752293577982,0.026051237704032
"944","N21 FORT LINCOLN/GATEWAY",9251,"6/24/2020",241,574,0.4198606271777,0.026051237704032
"945","N21 FORT LINCOLN/GATEWAY",9251,"6/25/2020",241,585,0.411965811965812,0.026051237704032
"946","N21 FORT LINCOLN/GATEWAY",9251,"6/26/2020",242,593,0.408094435075885,0.0261593341260404
"947","N21 FORT LINCOLN/GATEWAY",9251,"6/27/2020",244,627,0.389154704944179,0.0263755269700573
"948","N21 FORT LINCOLN/GATEWAY",9251,"6/28/2020",245,646,0.379256965944272,0.0264836233920657
"949","N21 FORT LINCOLN/GATEWAY",9251,"6/29/2020",245,660,0.371212121212121,0.0264836233920657
"950","N21 FORT LINCOLN/GATEWAY",9251,"6/30/2020",245,846,0.289598108747045,0.0264836233920657
"951","N21 FORT LINCOLN/GATEWAY",9251,"7/1/2020",245,855,0.286549707602339,0.0264836233920657
"952","N21 FORT LINCOLN/GATEWAY",9251,"7/2/2020",245,862,0.284222737819026,0.0264836233920657
"953","N21 FORT LINCOLN/GATEWAY",9251,"7/3/2020",245,878,0.279043280182232,0.0264836233920657
"954","N21 FORT LINCOLN/GATEWAY",9251,"7/4/2020",245,887,0.276211950394589,0.0264836233920657
"955","N21 FORT LINCOLN/GATEWAY",9251,"7/5/2020",245,906,0.270419426048565,0.0264836233920657
"956","N21 FORT LINCOLN/GATEWAY",9251,"7/6/2020",246,936,0.262820512820513,0.0265917198140742
"957","N21 FORT LINCOLN/GATEWAY",9251,"7/7/2020",246,1026,0.239766081871345,0.0265917198140742
"958","N21 FORT LINCOLN/GATEWAY",9251,"7/8/2020",246,1051,0.234062797335871,0.0265917198140742
"959","N21 FORT LINCOLN/GATEWAY",9251,"7/9/2020",246,1081,0.227567067530065,0.0265917198140742
"960","N21 FORT LINCOLN/GATEWAY",9251,"7/10/2020",248,1134,0.218694885361552,0.026807912658091
"961","N21 FORT LINCOLN/GATEWAY",9251,"7/11/2020",248,1159,0.21397756686799,0.026807912658091
"962","N21 FORT LINCOLN/GATEWAY",9251,"7/12/2020",248,1216,0.203947368421053,0.026807912658091
"963","N21 FORT LINCOLN/GATEWAY",9251,"7/13/2020",248,1240,0.2,0.026807912658091
"964","N21 FORT LINCOLN/GATEWAY",9251,"7/14/2020",248,1259,0.196981731532963,0.026807912658091
"965","N21 FORT LINCOLN/GATEWAY",9251,"7/15/2020",248,1276,0.19435736677116,0.026807912658091
"966","N21 FORT LINCOLN/GATEWAY",9251,"7/16/2020",250,1336,0.187125748502994,0.0270241055021079
"967","N21 FORT LINCOLN/GATEWAY",9251,"7/17/2020",251,1357,0.184966838614591,0.0271322019241163
"968","N21 FORT LINCOLN/GATEWAY",9251,"7/18/2020",251,1371,0.183078045222465,0.0271322019241163
"969","N21 FORT LINCOLN/GATEWAY",9251,"7/19/2020",261,1484,0.175876010781671,0.0282131661442006
"970","N21 FORT LINCOLN/GATEWAY",9251,"7/20/2020",267,1507,0.177173191771732,0.0288617446762512
"971","N21 FORT LINCOLN/GATEWAY",9251,"7/21/2020",268,1528,0.175392670157068,0.0289698410982596
"972","N21 FORT LINCOLN/GATEWAY",9251,"7/22/2020",266,1537,0.173064411190631,0.0287536482542428
"973","N21 FORT LINCOLN/GATEWAY",9251,"7/23/2020",267,1561,0.171044202434337,0.0288617446762512
"974","N21 FORT LINCOLN/GATEWAY",9251,"7/24/2020",268,1649,0.162522741055185,0.0289698410982596
"975","N21 FORT LINCOLN/GATEWAY",9251,"7/25/2020",269,1656,0.16243961352657,0.0290779375202681
"976","N21 FORT LINCOLN/GATEWAY",9251,"7/26/2020",270,1663,0.162357185808779,0.0291860339422765
"977","N21 FORT LINCOLN/GATEWAY",9251,"7/27/2020",272,1670,0.162874251497006,0.0294022267862934
"978","N21 FORT LINCOLN/GATEWAY",9251,"7/28/2020",272,1676,0.162291169451074,0.0294022267862934
"979","N21 FORT LINCOLN/GATEWAY",9251,"7/29/2020",273,1680,0.1625,0.0295103232083018
"980","N21 FORT LINCOLN/GATEWAY",9251,"7/30/2020",273,1706,0.160023446658851,0.0295103232083018
"981","N22 GEORGETOWN",8358,"5/19/2020",15,717,0.0209205020920502,0.00179468772433597
"982","N22 GEORGETOWN",8358,"5/20/2020",16,717,0.0223152022315202,0.00191433357262503
"983","N22 GEORGETOWN",8358,"5/21/2020",16,727,0.0220082530949106,0.00191433357262503
"984","N22 GEORGETOWN",8358,"5/25/2020",16,735,0.0217687074829932,0.00191433357262503
"985","N22 GEORGETOWN",8358,"5/26/2020",16,735,0.0217687074829932,0.00191433357262503
"986","N22 GEORGETOWN",8358,"5/27/2020",16,735,0.0217687074829932,0.00191433357262503
"987","N22 GEORGETOWN",8358,"5/28/2020",17,739,0.0230040595399188,0.00203397942091409
"988","N22 GEORGETOWN",8358,"5/29/2020",17,741,0.0229419703103914,0.00203397942091409
"989","N22 GEORGETOWN",8358,"5/30/2020",17,741,0.0229419703103914,0.00203397942091409
"990","N22 GEORGETOWN",8358,"5/31/2020",17,741,0.0229419703103914,0.00203397942091409
"991","N22 GEORGETOWN",8358,"6/1/2020",17,741,0.0229419703103914,0.00203397942091409
"992","N22 GEORGETOWN",8358,"6/2/2020",17,744,0.0228494623655914,0.00203397942091409
"993","N22 GEORGETOWN",8358,"6/3/2020",17,746,0.0227882037533512,0.00203397942091409
"994","N22 GEORGETOWN",8358,"6/4/2020",17,749,0.0226969292389853,0.00203397942091409
"995","N22 GEORGETOWN",8358,"6/5/2020",17,757,0.0224570673712021,0.00203397942091409
"996","N22 GEORGETOWN",8358,"6/6/2020",17,755,0.0225165562913907,0.00203397942091409
"997","N22 GEORGETOWN",8358,"6/7/2020",17,759,0.0223978919631094,0.00203397942091409
"998","N22 GEORGETOWN",8358,"6/8/2020",17,762,0.0223097112860892,0.00203397942091409
"999","N22 GEORGETOWN",8358,"6/9/2020",18,762,0.0236220472440945,0.00215362526920316
"1000","N22 GEORGETOWN",8358,"6/10/2020",18,762,0.0236220472440945,0.00215362526920316
"1001","N22 GEORGETOWN",8358,"6/11/2020",18,771,0.0233463035019455,0.00215362526920316
"1002","N22 GEORGETOWN",8358,"6/12/2020",18,772,0.0233160621761658,0.00215362526920316
"1003","N22 GEORGETOWN",8358,"6/13/2020",18,776,0.0231958762886598,0.00215362526920316
"1004","N22 GEORGETOWN",8358,"6/14/2020",18,779,0.0231065468549422,0.00215362526920316
"1005","N22 GEORGETOWN",8358,"6/15/2020",18,779,0.0231065468549422,0.00215362526920316
"1006","N22 GEORGETOWN",8358,"6/16/2020",18,1282,0.0140405616224649,0.00215362526920316
"1007","N22 GEORGETOWN",8358,"6/17/2020",18,1286,0.0139968895800933,0.00215362526920316
"1008","N22 GEORGETOWN",8358,"6/18/2020",18,1288,0.0139751552795031,0.00215362526920316
"1009","N22 GEORGETOWN",8358,"6/19/2020",18,1293,0.0139211136890951,0.00215362526920316
"1010","N22 GEORGETOWN",8358,"6/20/2020",18,1296,0.0138888888888889,0.00215362526920316
"1011","N22 GEORGETOWN",8358,"6/21/2020",18,1301,0.0138355111452729,0.00215362526920316
"1012","N22 GEORGETOWN",8358,"6/22/2020",18,1303,0.0138142747505756,0.00215362526920316
"1013","N22 GEORGETOWN",8358,"6/23/2020",18,1307,0.0137719969395562,0.00215362526920316
"1014","N22 GEORGETOWN",8358,"6/24/2020",18,1311,0.0137299771167048,0.00215362526920316
"1015","N22 GEORGETOWN",8358,"6/25/2020",18,1313,0.0137090632140137,0.00215362526920316
"1016","N22 GEORGETOWN",8358,"6/26/2020",18,1317,0.0136674259681093,0.00215362526920316
"1017","N22 GEORGETOWN",8358,"6/27/2020",20,1324,0.0151057401812689,0.00239291696578129
"1018","N22 GEORGETOWN",8358,"6/28/2020",21,1327,0.0158251695553881,0.00251256281407035
"1019","N22 GEORGETOWN",8358,"6/29/2020",21,1576,0.0133248730964467,0.00251256281407035
"1020","N22 GEORGETOWN",8358,"6/30/2020",21,1576,0.0133248730964467,0.00251256281407035
"1021","N22 GEORGETOWN",8358,"7/1/2020",21,1577,0.0133164235890932,0.00251256281407035
"1022","N22 GEORGETOWN",8358,"7/2/2020",21,1579,0.013299556681444,0.00251256281407035
"1023","N22 GEORGETOWN",8358,"7/3/2020",21,1580,0.0132911392405063,0.00251256281407035
"1024","N22 GEORGETOWN",8358,"7/4/2020",22,1583,0.0138976626658244,0.00263220866235942
"1025","N22 GEORGETOWN",8358,"7/5/2020",22,1584,0.0138888888888889,0.00263220866235942
"1026","N22 GEORGETOWN",8358,"7/6/2020",24,1585,0.0151419558359621,0.00287150035893754
"1027","N22 GEORGETOWN",8358,"7/7/2020",23,1590,0.0144654088050314,0.00275185451064848
"1028","N22 GEORGETOWN",8358,"7/8/2020",25,1593,0.0156936597614564,0.00299114620722661
"1029","N22 GEORGETOWN",8358,"7/9/2020",26,1605,0.0161993769470405,0.00311079205551567
"1030","N22 GEORGETOWN",8358,"7/10/2020",26,1610,0.0161490683229814,0.00311079205551567
"1031","N22 GEORGETOWN",8358,"7/11/2020",27,1613,0.0167389956602604,0.00323043790380474
"1032","N22 GEORGETOWN",8358,"7/12/2020",27,1716,0.0157342657342657,0.00323043790380474
"1033","N22 GEORGETOWN",8358,"7/13/2020",27,1729,0.015615962984384,0.00323043790380474
"1034","N22 GEORGETOWN",8358,"7/14/2020",28,1744,0.0160550458715596,0.0033500837520938
"1035","N22 GEORGETOWN",8358,"7/15/2020",29,1749,0.0165809033733562,0.00346972960038287
"1036","N22 GEORGETOWN",8358,"7/16/2020",29,1761,0.0164679159568427,0.00346972960038287
"1037","N22 GEORGETOWN",8358,"7/17/2020",29,1813,0.0159955874241589,0.00346972960038287
"1038","N22 GEORGETOWN",8358,"7/18/2020",29,1818,0.015951595159516,0.00346972960038287
"1039","N22 GEORGETOWN",8358,"7/19/2020",29,1823,0.015907844212836,0.00346972960038287
"1040","N22 GEORGETOWN",8358,"7/20/2020",29,1833,0.0158210583742499,0.00346972960038287
"1041","N22 GEORGETOWN",8358,"7/21/2020",30,1844,0.0162689804772234,0.00358937544867193
"1042","N22 GEORGETOWN",8358,"7/22/2020",30,1852,0.0161987041036717,0.00358937544867193
"1043","N22 GEORGETOWN",8358,"7/23/2020",30,1863,0.0161030595813204,0.00358937544867193
"1044","N22 GEORGETOWN",8358,"7/24/2020",30,1917,0.0156494522691706,0.00358937544867193
"1045","N22 GEORGETOWN",8358,"7/25/2020",30,1930,0.0155440414507772,0.00358937544867193
"1046","N22 GEORGETOWN",8358,"7/26/2020",30,1951,0.0153767298821117,0.00358937544867193
"1047","N22 GEORGETOWN",8358,"7/27/2020",31,2018,0.0153617443012884,0.003709021296961
"1048","N22 GEORGETOWN",8358,"7/28/2020",31,2043,0.0151737640724425,0.003709021296961
"1049","N22 GEORGETOWN",8358,"7/29/2020",31,2061,0.0150412421154779,0.003709021296961
"1050","N22 GEORGETOWN",8358,"7/30/2020",32,2116,0.0151228733459357,0.00382866714525006
"1051","N23 GEORGETOWN EAST",14602,"5/19/2020",74,1819,0.0406816932380429,0.0050677989316532
"1052","N23 GEORGETOWN EAST",14602,"5/20/2020",76,1819,0.0417811984606927,0.00520476647034653
"1053","N23 GEORGETOWN EAST",14602,"5/21/2020",84,1869,0.0449438202247191,0.00575263662511985
"1054","N23 GEORGETOWN EAST",14602,"5/25/2020",96,2004,0.0479041916167665,0.00657444185727982
"1055","N23 GEORGETOWN EAST",14602,"5/26/2020",96,2022,0.0474777448071217,0.00657444185727982
"1056","N23 GEORGETOWN EAST",14602,"5/27/2020",96,2022,0.0474777448071217,0.00657444185727982
"1057","N23 GEORGETOWN EAST",14602,"5/28/2020",96,2041,0.0470357667809897,0.00657444185727982
"1058","N23 GEORGETOWN EAST",14602,"5/29/2020",100,2062,0.0484966052376334,0.00684837693466648
"1059","N23 GEORGETOWN EAST",14602,"5/30/2020",107,2085,0.0513189448441247,0.00732776332009314
"1060","N23 GEORGETOWN EAST",14602,"5/31/2020",107,2096,0.0510496183206107,0.00732776332009314
"1061","N23 GEORGETOWN EAST",14602,"6/1/2020",107,2098,0.0510009532888465,0.00732776332009314
"1062","N23 GEORGETOWN EAST",14602,"6/2/2020",111,2126,0.0522107243650047,0.0076016983974798
"1063","N23 GEORGETOWN EAST",14602,"6/3/2020",111,2138,0.0519176800748363,0.0076016983974798
"1064","N23 GEORGETOWN EAST",14602,"6/4/2020",113,2144,0.052705223880597,0.00773866593617313
"1065","N23 GEORGETOWN EAST",14602,"6/5/2020",114,2182,0.0522456461961503,0.00780714970551979
"1066","N23 GEORGETOWN EAST",14602,"6/6/2020",115,2206,0.0521305530371714,0.00787563347486646
"1067","N23 GEORGETOWN EAST",14602,"6/7/2020",115,2221,0.0517784781629896,0.00787563347486646
"1068","N23 GEORGETOWN EAST",14602,"6/8/2020",115,2237,0.0514081358962897,0.00787563347486646
"1069","N23 GEORGETOWN EAST",14602,"6/9/2020",117,2237,0.0523021904336165,0.00801260101355979
"1070","N23 GEORGETOWN EAST",14602,"6/10/2020",117,2237,0.0523021904336165,0.00801260101355979
"1071","N23 GEORGETOWN EAST",14602,"6/11/2020",117,28,4.17857142857143,0.00801260101355979
"1072","N23 GEORGETOWN EAST",14602,"6/12/2020",117,35,3.34285714285714,0.00801260101355979
"1073","N23 GEORGETOWN EAST",14602,"6/13/2020",119,76,1.56578947368421,0.00814956855225312
"1074","N23 GEORGETOWN EAST",14602,"6/14/2020",119,95,1.25263157894737,0.00814956855225312
"1075","N23 GEORGETOWN EAST",14602,"6/15/2020",119,112,1.0625,0.00814956855225312
"1076","N23 GEORGETOWN EAST",14602,"6/16/2020",119,129,0.922480620155039,0.00814956855225312
"1077","N23 GEORGETOWN EAST",14602,"6/17/2020",119,145,0.820689655172414,0.00814956855225312
"1078","N23 GEORGETOWN EAST",14602,"6/18/2020",119,169,0.70414201183432,0.00814956855225312
"1079","N23 GEORGETOWN EAST",14602,"6/19/2020",120,200,0.6,0.00821805232159978
"1080","N23 GEORGETOWN EAST",14602,"6/20/2020",120,214,0.560747663551402,0.00821805232159978
"1081","N23 GEORGETOWN EAST",14602,"6/21/2020",120,239,0.502092050209205,0.00821805232159978
"1082","N23 GEORGETOWN EAST",14602,"6/22/2020",120,249,0.481927710843373,0.00821805232159978
"1083","N23 GEORGETOWN EAST",14602,"6/23/2020",120,260,0.461538461538462,0.00821805232159978
"1084","N23 GEORGETOWN EAST",14602,"6/24/2020",122,296,0.412162162162162,0.00835501986029311
"1085","N23 GEORGETOWN EAST",14602,"6/25/2020",121,313,0.386581469648562,0.00828653609094645
"1086","N23 GEORGETOWN EAST",14602,"6/26/2020",122,319,0.382445141065831,0.00835501986029311
"1087","N23 GEORGETOWN EAST",14602,"6/27/2020",122,371,0.328840970350404,0.00835501986029311
"1088","N23 GEORGETOWN EAST",14602,"6/28/2020",122,397,0.307304785894207,0.00835501986029311
"1089","N23 GEORGETOWN EAST",14602,"6/29/2020",123,431,0.28538283062645,0.00842350362963977
"1090","N23 GEORGETOWN EAST",14602,"6/30/2020",124,461,0.268980477223427,0.00849198739898644
"1091","N23 GEORGETOWN EAST",14602,"7/1/2020",128,489,0.261758691206544,0.0087659224763731
"1092","N23 GEORGETOWN EAST",14602,"7/2/2020",130,509,0.255402750491159,0.00890289001506643
"1093","N23 GEORGETOWN EAST",14602,"7/3/2020",131,533,0.24577861163227,0.00897137378441309
"1094","N23 GEORGETOWN EAST",14602,"7/4/2020",132,545,0.242201834862385,0.00903985755375976
"1095","N23 GEORGETOWN EAST",14602,"7/5/2020",133,573,0.232111692844677,0.00910834132310642
"1096","N23 GEORGETOWN EAST",14602,"7/6/2020",130,595,0.218487394957983,0.00890289001506643
"1097","N23 GEORGETOWN EAST",14602,"7/7/2020",136,624,0.217948717948718,0.00931379263114642
"1098","N23 GEORGETOWN EAST",14602,"7/8/2020",137,633,0.216429699842022,0.00938227640049308
"1099","N23 GEORGETOWN EAST",14602,"7/9/2020",138,681,0.202643171806167,0.00945076016983975
"1100","N23 GEORGETOWN EAST",14602,"7/10/2020",139,781,0.17797695262484,0.00951924393918641
"1101","N23 GEORGETOWN EAST",14602,"7/11/2020",139,879,0.158134243458476,0.00951924393918641
"1102","N23 GEORGETOWN EAST",14602,"7/12/2020",139,858,0.162004662004662,0.00951924393918641
"1103","N23 GEORGETOWN EAST",14602,"7/13/2020",139,894,0.155480984340045,0.00951924393918641
